Ticker,EnglishName,KoreanName,Sector
BFRI,Biofrontera Inc,바이오프론테라,Healthcare
QNRX,Quoin Pharmaceuticals Ltd ADR,코인 파마슈티컬스,Healthcare
TRIB,Trinity Biotech PLC ADR,트리니티 바이오테크,Healthcare
EBON,Ebang International Holdings Inc,이방 인터내셔널 홀딩스,Technology
CHEK,Check Cap Ltd,체크캡,Unknown
TURB,Turbo Energy SA ADR,터보 에너지,Technology
JZ,Jianzhi Education Technology Group Co Ltd ADR,젠즈 에듀케이션 테크놀로지 그룹,Technology
EDUC,Educational Development Corp,에듀케이셔널 디벨롭먼트,Communication Services
BMGL,Basel Medical Group Ltd,바젤 메디컬 그룹,Healthcare
EEIQ,EpicQuest Education Group International Ltd,에픽퀘스트 에듀케이션 그룹 인터내셔널,Consumer Defensive
JBDI,JBDI Holdings Ltd,JBDI 홀딩스,Consumer Cyclical
COSM,Cosmos Health Inc,코스모스 헬스,Healthcare
ETS,Elite Express Holding Inc,엘리트 익스프레스 홀딩,Industrials
WKSP,Worksport Ltd,워크스포트,Consumer Cyclical
NTCL,NetClass Technology Inc,넷클래스 테크놀로지,Technology
TBH,Brag House Holdings Inc,브래그 하우스 홀딩스,Communication Services
VSEE,Vsee Health Inc,브이시 헬스,Healthcare
ARTW,Art's Way Manufacturing Co Inc,아츠 웨이 매뉴팩처링,Industrials
GGRP,Glimpse Group Inc,글림스 그룹,Technology
SINT,SINTX Technologies Inc,신텍스 테크놀로지스,Healthcare
YAAS,Youxin Technology Ltd,유신 테크놀로지,Technology
VRME,VerifyMe Inc,베리파이미,Industrials
CENN,Cenntro Inc (The Corporation),센트로,Consumer Cyclical
BIVI,BioVie Inc,바이오비,Healthcare
AGAE,Allied Gaming & Entertainment Inc,얼라이드 게이밍 앤 엔터테인먼트,Communication Services
CVKD,Cadrenal Therapeutics Inc,캐드레널 테라퓨틱스,Healthcare
BLIN,Bridgeline Digital Inc,브리지라인 디지털,Technology
ELOG,Eastern International Ltd,이스턴 인터내셔널,Industrials
AIMD,Ainos Inc,아이노스,Technology
HOTH,Hoth Therapeutics Inc,호스 테라퓨틱스,Healthcare
GTI,Graphjet Technology,그래프젯 테크놀로지,Unknown
NCI,Neo-Concept International Group Holdings Ltd,네오콘셉트 인터내셔널 그룹 홀딩스,Consumer Cyclical
BTCT,BTC Digital Ltd,비티씨 디지털,Technology
PCLA,Picocela Inc ADR,피코셀라,Communication Services
BNZI,Banzai International Inc,반자이 인터내셔널,Technology
XWEL,XWELL Inc,엑스웰,Healthcare
OST,Ostin Technology Group Co Ltd,오스틴 테크놀로지 그룹,Technology
SFHG,Samfine Creation Holdings Group Ltd,샘파인 크리에이션 홀딩스 그룹,Industrials
NVNI,Nvni Group Ltd,엔브이엔아이 그룹,Technology
CALC,CalciMedica Inc,칼시메디카,Healthcare
LEDS,SemiLEDs Corp,세미엘이디에스,Technology
RVPH,Reviva Pharmaceuticals Holdings Inc,리바이바 파마슈티컬스 홀딩스,Healthcare
CETY,Clean Energy Technologies Inc,클린 에너지 테크놀로지스,Industrials
RAY,Raytech Holding Ltd,레이테크 홀딩,Consumer Defensive
BLRX,BioLine RX Ltd ADR,바이오라인 RX,Healthcare
TKLF,Tokyo Lifestyle Co Ltd ADR,도쿄 라이프스타일,Consumer Cyclical
LHSW,Lianhe Sowell International Group Ltd,리안허 소웰 인터내셔널 그룹,Technology
AGRZ,Agroz Inc,아그로즈,Consumer Defensive
LNAI,Lunai Bioworks Inc,루나이 바이오웍스,Healthcare
NCEL,NewcelX AG,뉴셀엑스,Healthcare
DLXY,Delixy Holdings Ltd,델릭시 홀딩스,Energy
DTSS,Datasea Inc,데이터시,Technology
GITS,Global Interactive Technologies Inc,글로벌 인터랙티브 테크놀로지스,Communication Services
CLWT,Euro Tech Holdings Company Ltd,유로 테크 홀딩스,Industrials
BOLT,Bolt Biotherapeutics Inc,볼트 바이오테라퓨틱스,Healthcare
QNCX,Quince Therapeutics Inc,퀸스 테라퓨틱스,Healthcare
GFAI,Guardforce AI Co Ltd,가드포스 AI,Industrials
ASNS,Actelis Networks Inc,액텔리스 네트웍스,Technology
ADVB,Advanced Biomed Inc,어드밴스드 바이오메드,Healthcare
MRM,Medirom Healthcare Technologies Inc ADR,메디롬 헬스케어 테크놀로지스,Consumer Cyclical
CXAI,CXApp Inc,씨엑스앱,Technology
CLRO,Clearone Inc,클리어원,Technology
ACXP,Acurx Pharmaceuticals Inc,어큐럭스 파마슈티컬스,Healthcare
FTRK,Fast Track Entertainment,패스트트랙 엔터테인먼트,Communication Services
SNES,Senestech Inc,세네스테크,Basic Materials
SSM,Sono Group NV,소노 그룹,Consumer Cyclical
MGN,Megan Holdings Ltd,메건 홀딩스,Industrials
NOTV,Inotiv Inc,아이노티브,Healthcare
XELB,Xcel Brands Inc,엑셀 브랜즈,Consumer Cyclical
HTOO,Fusion Fuel Green PLC,퓨전 퓨얼 그린,Utilities
KPRX,Kiora Pharmaceuticals Inc,키오라 파마슈티컬스,Healthcare
NCNA,NuCana PLC ADR,누카나,Healthcare
TGHL,Growhub Ltd,그로우허브,Technology
TNON,Tenon Medical Inc,테논 메디컬,Healthcare
IOTR,iOThree Ltd,아이오쓰리,Communication Services
FBGL,FBS Global Ltd,에프비에스 글로벌,Industrials
WCT,Wellchange Holdings Co Ltd,웰체인지 홀딩스,Technology
IQST,iQSTEL Inc,아이큐스텔,Communication Services
RETO,ReTo Eco-Solutions Inc,리토 에코솔루션스,Basic Materials
DTST,Data Storage Corp,데이터 스토리지,Technology
CELZ,Creative Medical Technology Holdings Inc,크리에이티브 메디컬 테크놀로지 홀딩스,Healthcare
LCFY,Locafy Ltd,로카파이,Communication Services
GURE,Gulf Resources Inc,걸프 리소시스,Basic Materials
INEO,INNEOVA Holdings Ltd,이네오바 홀딩스,Consumer Cyclical
BON,Bon Natural Life Ltd,본 내추럴 라이프,Basic Materials
APRE,Aprea Therapeutics Inc,아프레아 테라퓨틱스,Healthcare
ACON,Aclarion Inc,아클라리온,Healthcare
LOBO,Lobo Technologies Ltd,로보 테크놀로지스,Consumer Cyclical
AMST,Amesite Inc,에임사이트,Technology
RNAZ,Transcode Therapeutics Inc,트랜스코드 테라퓨틱스,Healthcare
ADN,Advent Technologies Holdings Inc,어드벤트 테크놀로지스 홀딩스,Unknown
FGI,FGI Industries Ltd,FGI 인더스트리스,Consumer Cyclical
MLEC,Moolec Science SA,무렉 사이언스,Healthcare
AZI,Autozi Internet Technology (Global) Ltd,오토지 인터넷 테크놀로지 글로벌,Consumer Cyclical
HWH,HWH International Inc,HWH 인터내셔널,Consumer Cyclical
YHGJ,Yunhong Green CTI Ltd,윤홍 그린 CTI,Consumer Cyclical
SCKT,Socket Mobile Inc,소켓 모바일,Technology
OFAL,OFA Group,OFA 그룹,Industrials
BCAB,Bioatla Inc,바이오아틀라,Healthcare
YJ,Yunji Inc ADR,윈지,Consumer Cyclical
PCSA,Processa Pharmaceuticals Inc,프로세사 파마슈티컬스,Healthcare
IFBD,Infobird Co Ltd,인포버드,Technology
SNYR,Synergy CHC Corp,시너지 CHC,Healthcare
ILAG,Intelligent Living Application Group Inc,인텔리전트 리빙 애플리케이션 그룹,Industrials
NXL,Nexalin Technology Inc,넥살린 테크놀로지,Healthcare
CREG,Smart Powerr Corp,스마트 파워,Utilities
FTFT,Future Fintech Group Inc,퓨처 핀테크 그룹,Technology
SILO,Silo Pharma Inc,사일로 파마,Healthcare
ZCMD,Zhongchao Inc,중차오,Healthcare
XAIR,Beyond Air Inc,비욘드 에어,Healthcare
EHGO,Eshallgo Inc,이샬고,Industrials
XBIO,Xenetic Biosciences Inc,제네틱 바이오사이언시스,Healthcare
PMCB,PharmaCyte Biotech Inc,파마사이트 바이오테크,Healthcare
ATON,AlphaTON Capital Corp,알파톤 캐피털,Financial Services
HXHX,Haoxin Holdings Ltd,하오신 홀딩스,Industrials
GRDX,GridAI Technologies Corp,그리드AI 테크놀로지스,Healthcare
CJMB,Callan Jmb Inc,캘런 JMB,Industrials
DKI,DarkIris Inc,다크아이리스,Communication Services
SEGG,Sports Entertainment Gaming Global Corp,스포츠 엔터테인먼트 게이밍 글로벌,Consumer Cyclical
ATER,Aterian Inc,아테리안,Consumer Cyclical
FMFC,Kandal M Venture Ltd,칸달 M 벤처,Consumer Cyclical
TULP,Bloomia Holdings  Inc,블루미아 홀딩스,Communication Services
TLIH,Ten-League International Holdings Ltd,텐리그 인터내셔널 홀딩스,Industrials
ARBB,ARB IOT Group Ltd,ARB IOT 그룹,Technology
SUGP,SU Group Holdings Ltd,SU 그룹 홀딩스,Industrials
EVGN,Evogene Ltd,에보진,Healthcare
KRKR,36Kr Holdings Inc ADR,36Kr 홀딩스,Communication Services
GELS,Gelteq Ltd,젤텍,Healthcare
CYCU,Cycurion Inc,사이큐리온,Technology
MKZR,Mackenzie Realty Capital Inc,맥켄지 리얼티 캐피털,Real Estate
HSCS,HeartSciences Inc,하트사이언시스,Healthcare
APM,Aptorum Group Ltd,앱토럼 그룹,Healthcare
ASTC,Astrotech Corp,아스트로테크,Technology
TCRT,Alaunos Therapeutics Inc,알라우노스 테라퓨틱스,Healthcare
NWTG,Newton Golf Company Inc,뉴턴 골프 컴퍼니,Consumer Cyclical
RVYL,Ryvyl Inc,라이빌,Technology
WAFU,Wah Fu Education Group Ltd,와푸 에듀케이션 그룹,Consumer Defensive
GLE,Global Engine Group Holding Ltd,글로벌 엔진 그룹 홀딩,Technology
CWD,CaliberCos Inc,캘리버코스,Financial Services
LUCY,Innovative Eyewear Inc,이노베이티브 아이웨어,Healthcare
XPON,Expion360 Inc,익스피온360,Industrials
NVNO,enVVeno Medical Corp,엔비베노 메디컬,Healthcare
RENX,RenX Enterprises Corp,렌엑스 엔터프라이즈,Real Estate
ELAB,PMGC Holdings Inc,PMGC 홀딩스,Healthcare
WFF,WF Holding Ltd,WF 홀딩,Industrials
NDRA,ENDRA Life Sciences Inc,엔드라 라이프 사이언시스,Healthcare
MYSE,Myseum Inc,마이지엄,Technology
BMRA,Biomerica Inc,바이오메리카,Healthcare
IMRN,Immuron Ltd ADR,이뮤론,Healthcare
TDIC,Dreamland Ltd,드림랜드,Communication Services
JCSE,JE Cleantech Holdings Ltd,JE 클린테크 홀딩스,Industrials
FBLG,Fibrobiologics Inc,파이브로바이올로직스,Healthcare
GVH,Globavend Holdings Ltd,글로바벤드 홀딩스,Industrials
MSGY,Masonglory Ltd,마송글로리,Industrials
UONE,Urban One Inc Class A,어반 원,Communication Services
BRTX,BioRestorative Therapies Inc,바이오레스토러티브 테라피스,Healthcare
TGL,Treasure Global Inc,트레저 글로벌,Technology
MIMI,Mint Incorporation Ltd,민트 인코퍼레이션,Industrials
SKK,SKK Holdings Ltd,SKK 홀딩스,Industrials
BKYI,BIO-Key International Inc,바이오키 인터내셔널,Industrials
MGRX,Mangoceuticals Inc,망고슈티컬스,Healthcare
ERNA,Ernexa Therapeutics Inc,에르넥사 테라퓨틱스,Healthcare
MTVA,MetaVia Inc,메타비아,Healthcare
QUCY,Mainz Biomed NV,마인츠 바이오메드,Healthcare
CDIO,Cardio Diagnostics Holdings Inc,카디오 다이애그노스틱스 홀딩스,Healthcare
OXBR,Oxbridge Re Holdings Ltd,옥스브리지 리 홀딩스,Financial Services
ADXN,Addex Therapeutics Ltd ADR,애덱스 테라퓨틱스,Healthcare
SUNE,Sunation Energy Inc,수네이션 에너지,Technology
TWAV,TaoWeave Inc,타오위브,Financial Services
AIHS,Senmiao Technology Ltd,선먀오 테크놀로지,Industrials
CIIT,Tianci International Inc,톈츠 인터내셔널,Industrials
JCTC,Jewett-Cameron Trading Company Ltd,주잇-캐머런 트레이딩 컴퍼니,Basic Materials
BGMS,Bio Green Med Solution Inc,바이오 그린 메드 솔루션,Healthcare
ORKT,Orangekloud Technology Inc,오렌지클라우드 테크놀로지,Technology
ARTL,Artelo Biosciences Inc,아텔로 바이오사이언시스,Healthcare
DAIC,CID HoldCo Inc,CID 홀드코,Technology
PBM,Psyence Biomedical Ltd,사이언스 바이오메디컬,Healthcare
EJH,E-Home Household Service Holdings Ltd,이홈 하우스홀드 서비스 홀딩스,Consumer Cyclical
IZM,ICZOOM Group Inc,아이씨줌 그룹,Technology
BBGI,Beasley Broadcast Group Inc,비즐리 브로드캐스트 그룹,Communication Services
XTLB,X T L Biopharmaceuticals Ltd ADR,XTL 바이오파마슈티컬스,Healthcare
MBIO,Mustang Bio Inc,머스탱 바이오,Healthcare
SOWG,Sow Good Inc,소우 굿,Consumer Defensive
VS,Versus Systems Inc,버서스 시스템즈,Technology
XHLD,TEN Holdings Inc,TEN 홀딩스,Communication Services
MEGL,Magic Empire Global Ltd,매직 엠파이어 글로벌,Financial Services
SOPA,Society Pass Inc,소사이어티 패스,Communication Services
BGLC,BioNexus Gene Lab Corp,바이오넥서스 진 랩,Basic Materials
DRMA,Dermata Therapeutics Inc,더마타 테라퓨틱스,Healthcare
FRSX,Foresight Autonomous Holdings Ltd ADR,포어사이트 오토노머스 홀딩스,Consumer Cyclical
SNTG,Sentage Holdings Inc,센티지 홀딩스,Financial Services
OLB,OLB Group Inc,OLB 그룹,Technology
INBS,Intelligent Bio Solutions Inc,인텔리전트 바이오 솔루션즈,Healthcare
ANY,Sphere 3D Corp,스피어 3D,Financial Services
ENSC,Ensysce Biosciences Inc,엔사이스 바이오사이언시스,Healthcare
JAGX,Jaguar Health Inc,재규어 헬스,Healthcare
JWEL,Jowell Global Ltd,조웰 글로벌,Consumer Cyclical
ASBP,Aspire Biopharma Holdings Inc,어스파이어 바이오파마 홀딩스,Healthcare
ITOC,iTonic Holdings Ltd,아이토닉 홀딩스,Healthcare
TWG,Top Wealth Group Holding Ltd,탑 웰스 그룹 홀딩,Consumer Defensive
YMAT,J-Star Holding Co Ltd,J-스타 홀딩,Basic Materials
WBUY,Webuy Global Ltd,위바이 글로벌,Consumer Cyclical
SMTK,SmartKem Inc,스마트켐,Technology
EDHL,Everbright Digital Holding Ltd,에버브라이트 디지털 홀딩,Communication Services
NXGL,Nexgel Inc,넥스젤,Healthcare
CLGN,Collplant Biotechnologies Ltd,콜플랜트 바이오테크놀로지스,Healthcare
IBG,Innovation Beverage Group Ltd,이노베이션 베버리지 그룹,Consumer Defensive
YDKG,Yueda Digital Holding,위에다 디지털 홀딩,Communication Services
ZYXI,Zynex Inc,자이넥스,Unknown
CODX,Co-Diagnostics Inc,코-다이애그노스틱스,Healthcare
SBFM,Sunshine Biopharma Inc,선샤인 바이오파마,Healthcare
WXM,WF International Ltd,WF 인터내셔널,Industrials
CAPS,Capstone Holding Corp,캡스톤 홀딩,Basic Materials
SLE,Super League Enterprise Inc,슈퍼 리그 엔터프라이즈,Communication Services
SONM,DNA X Inc,DNA X,Technology
DXST,Decent Holding Inc,디센트 홀딩,Industrials
JTAI,Jet.AI Inc,젯AI,Technology
TANH,Tantech Holdings Ltd,탄테크 홀딩스,Consumer Defensive
APVO,Aptevo Therapeutics Inc,압테보 테라퓨틱스,Healthcare
CHNR,China Natural Resources Inc,차이나 내추럴 리소시스,Basic Materials
LXEH,Lixiang Education Holding Co Ltd ADR,리샹 에듀케이션 홀딩,Consumer Defensive
STFS,Star Fashion Culture Holdings Ltd,스타 패션 컬처 홀딩스,Communication Services
LIMN,Liminatus Pharma Inc,리미나투스 파마,Healthcare
HYFM,Hydrofarm Holdings Group Inc,하이드로팜 홀딩스 그룹,Industrials
GP,GreenPower Motor Company Inc,그린파워 모터 컴퍼니,Industrials
SXTP,60 Degrees Pharmaceuticals Inc,60 디그리스 파마슈티컬스,Healthcare
WLDS,Wearable Devices Ltd,웨어러블 디바이시스,Technology
POLA,Polar Power Inc,폴라 파워,Industrials
PULM,Pulmatrix Inc,펄매트릭스,Healthcare
AQB,AquaBounty Technologies Inc,아쿠아바운티 테크놀로지스,Consumer Defensive
WNW,Meiwu Technology Company Ltd,메이우 테크놀로지,Consumer Cyclical
DUO,Fangdd Network Group Ltd,팡디디 네트워크 그룹,Real Estate
CLIK,Click Holdings Limited,클릭 홀딩스,Consumer Cyclical
WTO,UTime Ltd,유타임,Technology
KIDZ,Classover Holdings Inc,클래스오버 홀딩스,Consumer Defensive
AKTX,Akari Therapeutics PLC ADR,아카리 테라퓨틱스,Healthcare
VEEE,Twin Vee PowerCats Co,트윈 비 파워캣츠,Consumer Cyclical
AMIX,Autonomix Medical Inc,오토노믹스 메디컬,Healthcare
ALBT,Avalon Globocare Corp,아발론 글로보케어,Real Estate
ISPC,iSpecimen Inc,아이스페시먼,Healthcare
BIYA,Baiya International Group Inc,바이야 인터내셔널 그룹,Technology
VIVS,VivoSim Labs Inc,비보심 랩스,Healthcare
TNMG,TNL Mediagene,티엔엘 미디어진,Communication Services
ATXG,Addentax Group Corp,애든택스 그룹,Industrials
REVB,Revelation Biosciences Inc,레벌레이션 바이오사이언시스,Healthcare
GSUN,Golden Sun Technology Group Ltd,골든 선 테크놀로지 그룹,Consumer Defensive
CDTG,CDT Environmental Technology Investment Holdings Ltd,CDT 인바이런멘털 테크놀로지 인베스트먼트 홀딩스,Industrials
SHPH,Shuttle Pharmaceuticals Holdings Inc,셔틀 파마슈티컬스 홀딩스,Healthcare
VSTD,Vestand Inc,베스탠드,Consumer Cyclical
MEHA,Functional Brands Inc,펑셔널 브랜즈,Consumer Defensive
WAI,Top KingWin Ltd,톱 킹윈,Financial Services
IPST,IP Strategy Holdings Inc,아이피 스트래티지 홀딩스,Financial Services
DFSC,DEFSEC Technologies Inc,데프섹 테크놀로지스,Industrials
RMSG,Real Messenger Corp,리얼 메신저,Technology
RDHL,Redhill Biopharma Ltd ADR,레드힐 바이오파마,Healthcare
LMFA,LM Funding America Inc,엘엠 펀딩 아메리카,Financial Services
MSS,Maison Solutions Inc,메종 솔루션즈,Consumer Defensive
BAOS,Baosheng Media Group Holdings Ltd,바오성 미디어 그룹 홀딩스,Communication Services
OLOX,Olenox Industries Inc,올레녹스 인더스트리스,Industrials
ABTS,Abits Group Inc,에이비츠 그룹,Financial Services
EZRA,Reliance Global Group Inc,릴라이언스 글로벌 그룹,Financial Services
ONFO,Onfolio Holdings Inc,온폴리오 홀딩스,Communication Services
ZSPC,zSpace  Inc.,지스페이스,Technology
HTCR,HeartCore Enterprises Inc,하트코어 엔터프라이즈,Technology
FCUV,Focus Universal Inc,포커스 유니버설,Technology
PPBT,Purple Biotech Ltd ADR,퍼플 바이오테크,Healthcare
SNOA,Sonoma Pharmaceuticals Inc,소노마 파마슈티컬스,Healthcare
SPHL,Springview Holdings Ltd,스프링뷰 홀딩스,Consumer Cyclical
DHAI,DIH Holding US Inc,디아이에이치 홀딩 US,Healthcare
CRE,Cre8 Enterprise Ltd,크리에이트 엔터프라이즈,Industrials
GLMD,Galmed Pharmaceuticals Ltd,갈메드 파마슈티컬스,Healthcare
SLXN,Silexion Therapeutics Corp,사일렉시온 테라퓨틱스,Healthcare
PASW,Ping An Biomedical Co Ltd,핑안 바이오메디컬,Consumer Cyclical
ENVB,Enveric Biosciences Inc,엔베릭 바이오사이언시스,Healthcare
YYGH,YY Group Holding Ltd,와이와이 그룹 홀딩스,Consumer Cyclical
CHR,Cheer Holding Inc,치어 홀딩스,Communication Services
RDGT,Ridgetech Inc,릿지테크,Healthcare
HUBC,Hub Cyber Security Ltd,허브 사이버 시큐리티,Technology
HIHO,Highway Holdings Ltd,하이웨이 홀딩스,Industrials
ICON,Icon Energy Corp,아이콘 에너지,Industrials
INDP,Indaptus Therapeutics Inc,인댑터스 테라퓨틱스,Healthcare
SQFT,Presidio Property Trust Inc,프레시디오 프로퍼티 트러스트,Real Estate
ALZN,Alzamend Neuro Inc,알자멘드 뉴로,Healthcare
BNBX,BNB Plus Corp,비앤비 플러스,Financial Services
RUBI,Rubico Inc,루비코,Industrials
BTOG,Bit Origin Ltd,비트 오리진,Financial Services
FLYE,Fly-E Group Inc,플라이이 그룹,Consumer Cyclical
OCG,Oriental Culture Holding Ltd,오리엔탈 컬처 홀딩스,Consumer Cyclical
DEVS,DevvStream Corp,데브스트림,Industrials
IVF,INVO Fertility Inc,인보 퍼틸리티,Healthcare
GRI,GRI Bio Inc,지알아이 바이오,Healthcare
BYAH,Park Ha Biological Technology Co Ltd,파크 하 바이올로지컬 테크놀로지,Consumer Defensive
AEMD,Aethlon Medical Inc,애슬론 메디컬,Healthcare
INHD,Inno Holdings Inc,이노 홀딩스,Basic Materials
NCPL,Netcapital Inc,넷캐피털,Financial Services
DCOY,Decoy Therapeutics Inc,디코이 테라퓨틱스,Healthcare
JEM,707 Cayman Holdings Ltd,707 케이맨 홀딩스,Consumer Cyclical
NXTS,Nexentis Technologies Inc,넥센티스 테크놀로지스,Basic Materials
MNDR,Mobile-health Network Solutions,모바일 헬스 네트워크 솔루션즈,Healthcare
ATPC,Agape ATP Corp,아가페 ATP,Consumer Defensive
NCRA,Nocera Inc,노세라,Consumer Defensive
XRTX,XORTX Therapeutics Inc,엑스오알티엑스 테라퓨틱스,Healthcare
NUWE,Nuwellis Inc,뉴웰리스,Healthcare
SBLX,StableX Technologies Inc,스테이블엑스 테크놀로지스,Consumer Cyclical
GWAV,Greenwave Technology Solutions Inc,그린웨이브 테크놀로지 솔루션즈,Industrials
HCTI,Healthcare Triangle Inc,헬스케어 트라이앵글,Healthcare
SDOT,Sadot Group Inc,사돗 그룹,Consumer Defensive
TIVC,Tivic Health Systems Inc,티빅 헬스 시스템즈,Healthcare
TRUG,Trugolf Holdings Inc,트루골프 홀딩스,Consumer Cyclical
ZNB,Zeta Network Group,제타 네트워크 그룹,Communication Services
SGLY,Singularity Future Technology Ltd,싱귤래리티 퓨처 테크놀로지,Industrials
IVDA,Iveda Solutions Inc,아이베다 솔루션즈,Industrials
VCIG,VCI Global Ltd,브이씨아이 글로벌,Industrials
NVVE,Nuvve Holding Corp,뉴브 홀딩스,Consumer Cyclical
FCHL,Fitness Champs Holdings Ltd,피트니스 챔프스 홀딩스,Consumer Defensive
TRNR,Interactive Strength Inc,인터랙티브 스트렝스,Consumer Cyclical
LNKS,Linkers Industries Ltd,링커스 인더스트리스,Industrials
RKDA,Arcadia Biosciences Inc,아카디아 바이오사이언시스,Consumer Defensive
GOVX,GeoVax Labs Inc,지오백스 랩스,Healthcare
FRGT,Freight Technologies Inc,프레이트 테크놀로지스,Technology
UK,Ucommune International Ltd,유커먼 인터내셔널,Real Estate
NCT,Intercont (Cayman) Ltd,인터콘트 (케이맨),Industrials
ORIS,Oriental Rise Holdings Ltd,오리엔탈 라이즈 홀딩스,Consumer Defensive
SHFS,SHF Holdings Inc,에스에이치에프 홀딩스,Financial Services
PPCB,Propanc Biopharma Inc,프로팽크 바이오파마,Healthcare
MYSZ,My Size Inc,마이사이즈,Technology
ADIL,Adial Pharmaceuticals Inc,애디얼 파마슈티컬스,Healthcare
DRCT,Direct Digital Holdings Inc,다이렉트 디지털 홀딩스,Communication Services
CNET,ZW Data Action Technologies Inc,ZW 데이터 액션 테크놀로지스,Communication Services
JDZG,JIADE Ltd,지아더,Technology
INM,InMed Pharmaceuticals Inc,인메드 파마슈티컬스,Healthcare
AUUD,Auddia Inc,오디아,Technology
BBLG,Bone Biologics Corp,본 바이오로직스,Healthcare
ELPW,eLong Power Holding Ltd,이롱 파워 홀딩스,Industrials
BDRX,Biodexa Pharmaceuticals PLC ADR,바이오덱사 파마슈티컬스,Healthcare
MASK,3 E Network Technology Group Ltd,3E 네트워크 테크놀로지 그룹,Technology
IMCC,IM Cannabis Corp,아이엠 캐나비스,Healthcare
CNEY,CN Energy Group Inc,씨엔 에너지 그룹,Basic Materials
CISS,C3is Inc,씨3아이에스,Industrials
BJDX,Bluejay Diagnostics Inc,블루제이 다이아그노스틱스,Healthcare
VSME,VS Media Holdings Ltd,브이에스 미디어 홀딩스,Communication Services
VMAR,Vision Marine Technologies Inc,비전 마린 테크놀로지스,Consumer Cyclical
SCNI,Scinai Immunotherapeutics Ltd ADR,사이나이 이뮤노테라퓨틱스,Healthcare
WOK,WORK Medical Technology Group Ltd,워크 메디컬 테크놀로지 그룹,Healthcare
IMTE,Integrated Media Technology Ltd,인티그레이티드 미디어 테크놀로지,Technology
SXTC,China SXT Pharmaceuticals Inc,차이나 에스엑스티 파마슈티컬스,Healthcare
FEED,ENvue Medical Inc,엔뷰 메디컬,Healthcare
RAYA,Erayak Power Solution Group Inc,에라약 파워 솔루션 그룹,Industrials
SVRE,Saverone 2014 Ltd ADR,세이버원 2014,Technology
SPRC,Scisparc Ltd,사이스파크,Healthcare
CMND,Clearmind Medicine Inc,클리어마인드 메디신,Healthcare
LBGJ,Li Bang International Corporation Inc,리방 인터내셔널,Industrials
VSA,VisionSys AI Inc ADR,비전시스 AI,Consumer Defensive
HCWB,HCW Biologics Inc,HCW 바이오로직스,Healthcare
WORX,Scworx Corp,에스씨웍스,Healthcare
CNSP,CNS Pharmaceuticals Inc,CNS 파마슈티컬스,Healthcare
GNLN,Greenlane Holdings Inc,그린레인 홀딩스,Consumer Defensive
AGMH,AGM Group Holdings Inc,AGM 그룹 홀딩스,Technology
GV,Visionary Holdings Inc,비저너리 홀딩스,Consumer Defensive
AKAN,Akanda Corp,아칸다,Healthcare
PFSA,Profusa Inc,프로푸사,Healthcare
IPW,iPower Inc,아이파워,Consumer Cyclical
PAVS,Paranovus Entertainment Technology Ltd,파라노버스 엔터테인먼트 테크놀로지,Consumer Defensive
CCTG,CCSC Technology International Holdings Ltd,CCSC 테크놀로지 인터내셔널 홀딩스,Industrials
UPC,Universe Pharmaceuticals Inc,유니버스 파마슈티컬스,Healthcare
KAVL,Kaival Brands Innovations Group Inc,카이발 브랜즈 이노베이션스 그룹,Consumer Defensive
LRHC,La Rosa Holdings,라 로사 홀딩스,Real Estate
AREB,American Rebel Holdings Inc,아메리칸 레블 홀딩스,Consumer Cyclical
MTEN,Mingteng International Corp Inc,밍텅 인터내셔널,Industrials
XXII,22nd Century Group Inc,22세기 그룹,Consumer Defensive
AEHL,Antelope Enterprise Holdings Ltd,앤털로프 엔터프라이즈 홀딩스,Industrials
GIPR,Generation Income Properties Inc,제너레이션 인컴 프로퍼티즈,Real Estate
NEXR,Nexera Technologies Ltd,넥세라 테크놀로지스,Consumer Cyclical
GCTK,GlucoTrack Inc,글루코트랙,Healthcare
JZXN,Jiuzi Holdings Inc,지우쯔 홀딩스,Consumer Cyclical
VRAX,Virax Biolabs Group Ltd,바이랙스 바이오랩스 그룹,Healthcare
XTKG,X3 Holdings Co Ltd,엑스3 홀딩스,Technology
WHLR,Wheeler Real Estate Investment Trust Inc,휠러 리얼 에스테이트 인베스트먼트 트러스트,Real Estate
HKIT,Hitek Global Inc,하이텍 글로벌,Technology
BOXL,Boxlight Corp,박스라이트,Technology
UCAR,U Power Ltd,유파워,Consumer Cyclical
STKH,Steakholder Foods Ltd ADR,스테이크홀더 푸즈,Consumer Defensive
NIVF,NewGenIvf Group Ltd,뉴젠 IVF 그룹,Healthcare
FGL,Founder Group Ltd,파운더 그룹,Industrials
SOBR,Sobr Safe Inc,소버 세이프,Technology
EDBL,Edible Garden AG Inc,에더블 가든 AG,Consumer Defensive
PMAX,Powell Max Ltd,파월 맥스,Industrials
BNRG,Brenmiller Energy Ltd,브렌밀러 에너지,Utilities
ARBK,Argo Blockchain PLC ADR,아르고 블록체인,Financial Services
GMEX,Fitell Corp,핏텔,Technology
ONCO,Onconetix Inc,온코네틱스,Healthcare
KUST,Kustom Entertainment Inc,커스텀 엔터테인먼트,Communication Services
ADTX,Aditxt Inc,아딕스트,Healthcare
LGHL,Lion Group Holding Ltd ADR,라이온 그룹 홀딩,Financial Services
KXIN,Kaixin Holdings,카이신 홀딩스,Consumer Cyclical
